object_index,image_id,class_id,conflict_score,high_conflict
76,00061,1,0.03745851322,1
77,00061,0,0.03717677306,1
78,00061,1,0.01141159714,0
79,00061,1,0.009044177534,0
80,00061,1,0.009128808905,0
81,00061,0,0.02095316311,0
82,00061,0,0.02202046156,0
83,00061,0,0.03377943484,1
84,00061,0,0.02863905514,0
85,00061,0,0.01145359809,0
86,00071,1,0.0232444129,0
87,00071,1,0.03016096681,1
88,00071,1,0.03366000209,1
89,00071,3,0.02148067167,0
90,00071,0,0.03383907922,1
91,00071,0,0.02835123688,0
92,00071,1,0.01210775926,0
93,00071,1,0.01323378371,0
94,00071,1,0.005232605121,0
95,00071,1,0.008512031916,0
96,00071,1,0.008163510031,0
97,00071,1,0.007272623464,0
98,00082,0,0.04040186186,1
99,00082,0,0.04355318189,1
100,00082,0,0.03998433819,1
101,00082,0,0.05887703802,1
102,00082,0,0.02225922409,0
103,00082,0,0.02013269353,0
104,00082,0,0.01702076098,0
105,00082,4,0.02008713234,0
106,00082,1,0.02261655381,0
107,00082,1,0.02112033557,0
108,00082,1,0.007649377674,0
109,00082,4,0.04319331478,1
110,00082,0,0.01876467198,0
111,00097,0,0.04288133542,1
112,00097,0,0.03690695632,1
113,00097,0,0.02392377622,0
114,00097,0,0.062027561,1
115,00097,0,0.0649941689,1
116,00097,0,0.06997303474,1
117,00097,0,0.02635813728,0
118,00097,0,0.01675987775,0
119,00097,4,0.02287631267,0
120,00097,5,0.0139023392,0
121,00097,4,0.02882050084,0
122,00097,0,0.03265366868,1
123,00097,1,0.02475263078,0
124,00107,0,0.0378456354,1
125,00107,0,0.03138845033,1
126,00107,0,0.03826967231,1
127,00107,0,0.02398346859,0
128,00107,1,0.02176603076,0
129,00107,1,0.01495591722,0
130,00107,1,0.03036803996,1
131,00107,1,0.01011260489,0
132,00107,0,0.02412458631,0
133,00107,4,0.02337101929,0
134,00107,0,0.03042608836,1
135,00107,4,0.03344834122,1
136,00107,0,0.017160494,0
137,00107,1,0.02378628789,0
138,00112,1,0.01113240215,0
139,00112,1,0.02196719098,0
140,00112,1,0.01160237349,0
141,00112,1,0.007990256002,0
142,00112,1,0.008420058075,0
143,00112,3,0.01688474323,0
144,00112,3,0.02173045303,0
145,00112,3,0.007023811258,0
146,00112,0,0.04574848515,1
147,00112,0,0.04528640858,1
148,00112,0,0.03518452252,1
149,00112,0,0.04252245277,1
150,00112,0,0.04139975394,1
151,00112,0,0.04257957138,1
152,00112,0,0.04084173799,1
153,00112,0,0.03057600861,1
154,00112,0,0.02685227838,0
155,00118,1,0.006596083591,0
156,00118,1,0.0078952057,0
157,00118,0,0.02201883705,0
158,00118,0,0.04640099648,1
159,00118,0,0.04982555052,1
160,00118,0,0.04872722218,1
161,00118,0,0.03898726767,1
162,00118,0,0.02647358418,0
163,00118,1,0.02096501297,0
164,00118,1,0.01415483444,0
165,00118,1,0.007219019363,0
166,00118,3,0.01097608478,0
167,00118,0,0.0360712437,1
168,00118,0,0.03391036192,1
169,00118,3,0.0230982186,0
170,00118,3,0.005551055052,0
171,00118,3,0.0102811262,0
172,00147,0,0.01534100994,0
173,00147,0,0.01859693476,0
174,00147,0,0.03508947588,1
175,00147,0,0.03165981485,1
176,00147,1,0.01462500687,0
177,00147,0,0.01529691961,0
178,00147,0,0.04132006489,1
179,00147,0,0.02683724685,0
180,00147,1,0.008765515877,0
181,00147,1,0.02088083828,0
182,00147,1,0.01760503718,0
183,00147,1,0.02550060481,0
184,00147,1,0.01019366262,0
185,00147,0,0.03183913695,1
186,00147,0,0.02624072252,0
187,00147,0,0.01764711439,0
188,00147,0,0.05047763078,1
189,00147,0,0.0335689938,1
190,00147,1,0.01552838306,0
191,00147,1,0.0170787629,0
192,00147,1,0.01687739393,0
193,00147,1,0.01447439559,0
194,00147,1,0.01052375591,0
195,00147,1,0.009708272438,0
196,00147,1,0.008915435855,0
197,00147,3,0.02711697325,0
198,00147,1,0.01081233279,0
199,00149,1,0.0083995089,0
200,00149,1,0.006361447878,0
201,00149,1,0.0130908313,0
202,00149,1,0.01809602239,0
203,00149,1,0.01161702023,0
204,00149,1,0.01540299924,0
205,00149,1,0.01437605413,0
206,00149,0,0.03005408838,1
207,00149,0,0.05079252548,1
208,00149,0,0.1032970685,1
209,00149,0,0.02196519818,0
210,00149,0,0.02608020974,0
211,00149,0,0.02705327669,0
212,00149,0,0.01290310095,0
213,00149,0,0.02995140771,1
214,00149,0,0.01607371316,0
215,00149,0,0.04000301065,1
216,00150,0,0.0660654155,1
217,00150,0,0.07371906171,1
218,00150,0,0.02722226133,0
219,00150,0,0.02409701824,0
220,00150,0,0.01704369011,0
221,00150,0,0.03878174308,1
222,00150,0,0.02299802261,0
223,00150,0,0.03566343694,1
224,00150,0,0.04324978477,1
225,00150,0,0.0350976482,1
226,00150,1,0.01353098499,0
227,00150,1,0.01340829593,0
228,00150,1,0.006629656765,0
229,00150,1,0.0129599749,0
230,00150,1,0.01378462872,0
231,00150,1,0.01253269536,0
232,00150,1,0.01629228866,0
233,00150,1,0.01443396102,0
234,00150,1,0.01470628911,0
235,00159,1,0.005819406638,0
236,00159,1,0.006997151232,0
237,00159,1,0.01507849734,0
238,00159,1,0.01493020797,0
239,00159,1,0.01377861979,0
240,00159,1,0.02320122854,0
241,00159,1,0.01119164046,0
242,00159,1,0.01258289174,0
243,00159,0,0.02171924729,0
244,00159,0,0.02361624932,0
245,00159,0,0.02872069788,0
246,00159,0,0.04887519515,1
247,00159,0,0.03841887161,1
248,00159,0,0.03675448797,1
249,00159,0,0.08696707137,1
250,00159,0,0.03561248558,1
251,00159,0,0.02295374733,0
252,00159,0,0.02442627218,0
253,00159,1,0.01514674436,0
254,00159,1,0.00537346827,0
255,00159,1,0.0226322255,0
256,00177,0,0.02284566472,0
257,00177,0,0.01995569517,0
258,00177,0,0.03477602487,1
259,00177,0,0.09870022465,1
260,00177,0,0.0350765393,1
261,00177,1,0.01183940688,0
262,00177,1,0.01222274588,0
263,00177,1,0.01088857984,0
264,00177,1,0.013951459,0
265,00177,1,0.007897689387,0
266,00177,1,0.007260063042,0
267,00177,1,0.01157515238,0
268,00177,1,0.01197631457,0
269,00177,1,0.01563300954,0
270,00196,0,0.01792095774,0
271,00196,0,0.01778876628,0
272,00196,0,0.02732925074,0
273,00196,0,0.02727107143,0
274,00196,0,0.03572245966,1
275,00196,0,0.03548660293,1
276,00196,0,0.01838168774,0
277,00196,0,0.02146848748,0
278,00196,0,0.02750648821,0
279,00196,3,0.0101145644,0
280,00196,1,0.008879393114,0
281,00196,1,0.006017030807,0
282,00196,4,0.01666494564,0
283,00196,3,0.01414026506,0
284,00196,3,0.00612234722,0
285,00202,0,0.02946150507,0
286,00202,0,0.02980286767,1
287,00202,0,0.031438666,1
288,00202,0,0.02560192183,0
289,00202,0,0.04131819747,1
290,00202,0,0.03527909525,1
291,00202,1,0.01024484771,0
292,00202,1,0.008012043763,0
293,00202,0,0.01100659747,0
294,00202,0,0.01059510192,0
295,00202,4,0.01232352654,0
296,00202,3,0.01518738534,0
297,00202,3,0.005421695436,0
298,00210,0,0.0166651719,0
299,00210,0,0.0130479054,0
300,00210,0,0.02187488839,0
301,00210,1,0.00927658644,0
302,00210,1,0.01642076884,0
303,00210,1,0.008025768614,0
304,00210,3,0.01612827817,0
305,00210,4,0.01335167704,0
306,00210,1,0.009522199994,0
307,00215,0,0.01432749091,0
308,00215,0,0.03774405621,1
309,00215,3,0.01676313569,0
310,00215,1,0.009327901377,0
311,00215,1,0.01011911692,0
312,00215,1,0.007522677083,0
313,00215,0,0.02835960889,0
314,00215,3,0.01830324621,0
315,00215,3,0.004400155592,0
316,00232,3,0.009900356373,0
317,00232,3,0.01053162717,0
318,00232,3,0.02875767695,0
319,00232,0,0.02627028759,0
320,00232,0,0.0243832327,0
321,00232,0,0.01009813319,0
322,00232,0,0.01945376009,0
323,00232,0,0.03914594611,1
324,00232,0,0.01704914894,0
325,00232,0,0.02244849085,0
326,00232,0,0.02143183803,0
327,00232,0,0.01958828879,0
328,00232,0,0.02561697317,0
329,00232,0,0.03388147309,1
330,00232,0,0.02573806106,0
331,00232,1,0.03255585429,1
332,00232,1,0.007922447565,0
333,00232,1,0.01790554515,0
334,00232,1,0.01386207638,0
335,00232,1,0.02542603379,0
336,00232,3,0.01695429666,0
337,00232,3,0.005942337848,0
338,00232,3,0.006338261972,0
339,00242,3,0.009804274715,0
340,00242,3,0.01320972431,0
341,00242,3,0.01931572924,0
342,00242,3,0.02081997186,0
343,00242,0,0.04401047754,1
344,00242,0,0.04471161293,1
345,00242,0,0.03552747946,1
346,00242,0,0.03524412026,1
347,00242,0,0.0228605549,0
348,00242,0,0.024851566,0
349,00242,0,0.02166051021,0
350,00242,0,0.0409378778,1
351,00242,0,0.02272809672,0
352,00242,0,0.03400534907,1
353,00242,0,0.04810564214,1
354,00242,1,0.008005455636,0
355,00242,1,0.01358834737,0
356,00242,1,0.02880706941,0
357,00242,1,0.01814136541,0
358,00242,0,0.01300505016,0
359,00242,3,0.004849994061,0
360,00242,3,0.004462951065,0
361,00242,3,0.01450511722,0
362,00255,0,0.009529982555,0
363,00274,0,0.009721527419,0
364,00274,0,0.009483346529,0
365,00284,0,0.0131258794,0
366,00284,0,0.01409464914,0
367,00290,0,0.00971297923,0
368,00290,0,0.007797128749,0
369,00306,0,0.01262371094,0
370,00306,0,0.009966520107,0
371,00320,0,0.0163573854,0
372,00320,0,0.01203455889,0
373,00325,0,0.01221632939,0
374,00334,0,0.01062896012,0
375,00339,0,0.005758906323,0
376,00349,0,0.004264561654,0
377,00353,0,0.004533494732,0
378,00370,0,0.005141474938,0
379,00385,0,0.005264519501,0
380,00386,0,0.007466517247,0
381,00386,0,0.008694417724,0
382,00386,0,0.007983552883,0
383,00386,0,0.006418619207,0
384,00386,0,0.006072647245,0
385,00386,0,0.005437762276,0
386,00386,0,0.006298243388,0
387,00386,0,0.005387839173,0
388,00386,0,0.005345286928,0
389,00386,0,0.01689102359,0
390,00386,0,0.03125492417,1
391,00386,1,0.006514767263,0
392,00386,1,0.006013617357,0
393,00386,1,0.00688006917,0
394,00388,0,0.00569759886,0
395,00388,0,0.005609917362,0
396,00388,0,0.005296584864,0
397,00388,0,0.004537753045,0
398,00388,0,0.002750678746,0
399,00388,0,0.002446789601,0
400,00388,0,0.002412530222,0
401,00388,0,0.001940097035,0
402,00388,0,0.00194917657,0
403,00388,0,0.003886028093,0
404,00388,1,0.003519849727,0
405,00388,1,0.002479117369,0
406,00388,1,0.005619993793,0
407,00388,3,0.004605997075,0
408,00389,0,0.009298907779,0
409,00389,0,0.009162930435,0
410,00389,0,0.008916479465,0
411,00389,0,0.005080680441,0
412,00389,0,0.006852489491,0
413,00389,0,0.003953934855,0
414,00389,0,0.004024920604,0
415,00389,0,0.005497565044,0
416,00389,0,0.008042821978,0
417,00389,0,0.01526680852,0
418,00389,1,0.003717753066,0
419,00389,1,0.00511612561,0
420,00389,3,0.006482077804,0
421,00389,3,0.005091121038,0
422,00390,0,0.006785478634,0
423,00390,0,0.01169670132,0
424,00390,3,0.007141553191,0
425,00390,0,0.01054991668,0
426,00390,0,0.009553872352,0
427,00390,0,0.006529697647,0
428,00390,0,0.008702415985,0
429,00390,0,0.007171984549,0
430,00390,0,0.004361273882,0
431,00390,1,0.005578336395,0
432,00390,0,0.004869516645,0
433,00390,0,0.01681634679,0
434,00390,3,0.006332855338,0
435,00400,0,0.02277212319,0
436,00400,0,0.009766944186,0
437,00400,0,0.0180010746,0
438,00400,0,0.0178934015,0
439,00400,0,0.02757639694,0
440,00400,0,0.01270982,0
441,00400,0,0.01136406107,0
442,00400,0,0.005985623839,0
443,00400,0,0.005640416771,0
444,00400,0,0.008950704761,0
445,00400,1,0.009542376017,0
446,00400,1,0.006172521898,0
447,00400,1,0.01044125042,0
448,00400,0,0.01356957203,0
449,00400,1,0.005980600191,0
450,00400,1,0.01008492886,0
451,00400,1,0.00532197849,0
452,00405,0,0.006825943464,0
453,00405,0,0.007997958563,0
454,00405,0,0.01236308716,0
455,00405,0,0.00631634192,0
456,00405,0,0.005570692911,0
457,00405,0,0.009221804152,0
458,00405,0,0.007988149255,0
459,00405,0,0.01069422229,0
460,00405,0,0.01295924434,0
461,00405,0,0.02082048151,0
462,00405,0,0.02790551176,0
463,00405,1,0.006481579867,0
464,00405,1,0.007547354926,0
465,00405,1,0.008093460274,0
466,00405,1,0.005824253902,0
467,00409,1,0.005473745791,0
468,00409,1,0.005956182997,0
469,00409,1,0.01020922313,0
470,00409,1,0.008852761209,0
471,00409,1,0.02632433761,0
472,00409,1,0.01419103888,0
473,00409,1,0.004889687038,0
474,00409,3,0.01652115713,0
475,00409,0,0.01426393689,0
476,00409,0,0.005721489092,0
477,00409,0,0.0009093946696,0
478,00409,0,0.004854041388,0
479,00409,0,0.005203445614,0
480,00409,1,0.00357257182,0
481,00419,1,0.009336682083,0
482,00419,1,0.008941599758,0
483,00419,1,0.009548658632,0
484,00419,3,0.0141441071,0
485,00419,3,0.00628735177,0
486,00419,0,0.02884441346,0
487,00419,0,0.06251653591,1
488,00419,1,0.01347708985,0
489,00419,1,0.007661157666,0
490,00421,1,0.006150061648,0
491,00421,1,0.009086569014,0
492,00421,1,0.01047885489,0
493,00421,1,0.007013660449,0
494,00421,1,0.01361726705,0
495,00421,1,0.02437639548,0
496,00421,1,0.01030563561,0
497,00421,0,0.005935236804,0
498,00421,1,0.005091873636,0
499,00421,0,0.01344591281,0
500,00421,0,0.01556681214,0
501,00421,0,0.01063468393,0
502,00421,0,0.01254850411,0
503,00434,1,0.005999734965,0
504,00434,1,0.007118577949,0
505,00434,1,0.007450791479,0
506,00434,1,0.01152271941,0
507,00434,0,0.007954137959,0
508,00434,0,0.007547779002,0
509,00434,1,0.00581356792,0
510,00434,1,0.006762222451,0
511,00434,0,0.005894457608,0
512,00434,0,0.004338462476,0
513,00434,0,0.007074365619,0
514,00434,0,0.009618777981,0
515,00441,0,0.005420204723,0
516,00441,0,0.007297923296,0
517,00441,0,0.00305230828,0
518,00441,0,0.006864340083,0
519,00441,0,0.02077528966,0
520,00441,0,0.01062017674,0
521,00441,0,0.01156412572,0
522,00441,0,0.01169630514,0
523,00441,0,0.007463720171,0
524,00441,3,0.003894530736,0
525,00441,3,0.006362773059,0
526,00441,3,0.01699629028,0
527,00441,1,0.005775326472,0
528,00441,1,0.007330562627,0
529,00441,3,0.004288982737,0
530,00443,3,0.009236853037,0
531,00443,3,0.01307955657,0
532,00443,1,0.01404598934,0
533,00443,1,0.01569280658,0
534,00443,1,0.01442918235,0
535,00443,1,0.02194016969,0
536,00443,0,0.01224622094,0
537,00443,0,0.009779775025,0
538,00443,3,0.006702279019,0
539,00449,0,0.006411321819,0
540,00449,0,0.01053947711,0
541,00449,0,0.007946196013,0
542,00449,1,0.0041771653,0
543,00449,1,0.005090540779,0
544,00449,1,0.00290528264,0
545,00449,0,0.002748466054,0
546,00449,0,0.002374768737,0
547,00449,0,0.01554446967,0
548,00449,3,0.02553531708,0
549,00449,3,0.00823977742,0
550,00449,3,0.003994793069,0
551,00449,3,0.009158719318,0
552,00449,3,0.003522609553,0
553,00453,1,0.00296700539,0
554,00453,1,0.00347005,0
555,00453,0,0.004585364568,0
556,00453,1,0.005317905807,0
557,00453,1,0.005702089961,0
558,00453,3,0.002569987364,0
559,00453,3,0.007033298171,0
560,00453,3,0.00385140067,0
561,00453,3,0.009385561241,0
562,00461,1,0.004402456401,0
563,00461,1,0.004295037208,0
564,00461,1,0.0033569184,0
565,00461,1,0.01394423611,0
566,00461,1,0.005553044174,0
567,00461,1,0.007100861738,0
568,00461,0,0.004448222653,0
569,00461,0,0.006489632248,0
570,00461,0,0.007434645096,0
571,00461,0,0.004638836505,0
572,00461,0,0.005139393961,0
573,00461,0,0.006353251938,0
574,00461,1,0.007605816781,0
575,00461,3,0.03378248492,1
576,00461,3,0.003527403169,0
577,00461,0,0.004783545817,0
578,00479,1,0.005700175468,0
579,00479,1,0.008154679923,0
580,00479,1,0.0171558756,0
581,00479,1,0.009829334497,0
582,00479,4,0.00821427077,0
583,00479,0,0.007384478094,0
584,00479,3,0.009988094112,0
585,00489,0,0.00835306963,0
586,00489,1,0.01638350175,0
587,00489,0,0.01166700272,0
588,00489,4,0.0191311821,0
589,00489,0,0.01040700211,0
590,00489,0,0.0113967812,0
591,00489,0,0.008417269739,0
592,00489,0,0.01280401394,0
593,00489,0,0.004131873113,0
594,00489,0,0.006052107227,0
595,00489,0,0.004279706735,0
596,00489,0,0.002426522396,0
597,00489,1,0.007303164794,0
598,00489,3,0.01901880242,0
599,00489,1,0.005905697918,0
600,00489,1,0.004313370412,0
601,00489,3,0.004653257666,0
602,00497,1,0.005878644389,0
603,00497,1,0.006676926137,0
604,00497,1,0.006493655239,0
605,00497,1,0.01199386429,0
606,00497,1,0.01115372508,0
607,00497,1,0.005033183027,0
608,00497,0,0.006149963476,0
609,00497,0,0.005254935217,0
610,00497,0,0.00514057881,0
611,00497,0,0.005623184992,0
612,00497,0,0.008581621435,0
613,00497,0,0.007445805779,0
614,00497,0,0.008023883172,0
615,00497,0,0.008488125104,0
616,00497,0,0.007050941166,0
617,00512,0,0.01646721659,0
618,00512,0,0.01733943251,0
619,00512,0,0.03422091344,1
620,00512,0,0.02051436333,0
621,00512,0,0.01683616322,0
622,00512,0,0.01140347918,0
623,00512,1,0.009356514651,0
624,00512,1,0.01007218329,0
625,00512,1,0.009409725551,0
626,00512,1,0.009394999083,0
627,00512,1,0.01628143364,0
628,00512,1,0.009393190837,0
629,00512,1,0.01339098583,0
630,00512,0,0.008565130254,0
631,00525,0,0.01020166191,0
632,00525,0,0.01029070732,0
633,00525,0,0.01824864423,0
634,00525,0,0.02658678882,0
635,00525,0,0.03271031259,1
636,00525,0,0.0250167983,0
637,00525,1,0.01215896102,0
638,00525,1,0.01221860604,0
639,00525,1,0.009433134867,0
640,00525,1,0.009378338601,0
641,00525,1,0.006422461389,0
642,00525,1,0.004692925711,0
643,00527,0,0.01217384167,0
644,00527,0,0.007965390553,0
645,00527,0,0.02522156077,0
646,00527,0,0.03191872876,1
647,00527,0,0.01844506268,0
648,00527,1,0.00836251967,0
649,00527,1,0.008490988237,0
650,00527,0,0.01772696017,0
651,00527,1,0.007743930279,0
652,00527,1,0.00942877035,0
653,00527,1,0.005302016932,0
654,00527,1,0.00788792502,0
655,00527,1,0.007949445656,0
656,00537,0,0.009709535093,0
657,00537,0,0.01986269702,0
658,00537,0,0.02858475724,0
659,00537,0,0.02154441987,0
660,00537,0,0.02747904093,0
661,00537,0,0.03425125932,1
662,00537,1,0.0281812754,0
663,00537,1,0.006439326053,0
664,00537,1,0.007027284913,0
665,00537,1,0.00816079601,0
666,00537,1,0.009256101582,0
667,00537,0,0.02375387825,0
668,00555,0,0.02784575623,0
669,00555,0,0.01877895033,0
670,00555,0,0.02581534412,0
671,00555,0,0.05262604778,1
672,00555,0,0.0274353524,0
673,00555,1,0.02400032811,0
674,00555,1,0.009825495525,0
675,00555,1,0.007202658357,0
676,00555,1,0.007473348261,0
677,00555,1,0.01103602864,0
678,00555,0,0.01465166222,0
679,00555,1,0.006433526959,0
680,00572,0,0.01154389166,0
681,00572,0,0.01155379765,0
682,00572,0,0.03139073512,1
683,00572,0,0.03646248332,1
684,00572,0,0.04111850215,1
685,00572,0,0.04093481748,1
686,00572,1,0.007682522576,0
687,00572,1,0.008094712778,0
688,00572,1,0.03714142188,1
689,00572,1,0.03145902875,1
690,00572,1,0.01364058771,0
691,00572,1,0.01615890228,0
692,00572,0,0.02294674316,0
693,00572,1,0.005138423199,0
694,00587,0,0.00774134612,0
695,00587,0,0.01303872159,0
696,00587,4,0.01085577359,0
697,00587,1,0.003995101619,0
698,00587,1,0.006053287483,0
699,00587,1,0.004892077163,0
700,00587,1,0.007049574682,0
701,00606,1,0.007056230799,0
702,00606,1,0.01045373308,0
703,00606,1,0.007235201803,0
704,00606,1,0.009671191746,0
705,00606,0,0.0121977274,0
706,00606,0,0.01230450664,0
707,00606,0,0.03124038314,1
708,00606,1,0.00615008449,0
709,00606,1,0.005760419767,0
710,00606,1,0.008900056816,0
711,00606,1,0.01020262015,0
712,00606,0,0.01113213958,0
713,00621,1,0.007288147187,0
714,00621,1,0.01279771634,0
715,00621,0,0.02738304129,0
716,00621,1,0.02332996813,0
717,00621,0,0.01978131914,0
718,00621,1,0.008120644141,0
719,00621,1,0.006920820326,0
720,00621,0,0.01720860487,0
721,00633,0,0.010872113,0
722,00633,1,0.005767791286,0
723,00633,1,0.004151834155,0
724,00633,0,0.01032298056,0
725,00633,0,0.009689778812,0
726,00633,0,0.02159362571,0
727,00633,1,0.02403771073,0
728,00633,0,0.01205330408,0
729,00633,0,0.01528138784,0
730,00633,1,0.007288504622,0
731,00633,1,0.01047068744,0
732,00633,1,0.006388790558,0
733,00633,1,0.008911667023,0
734,00643,1,0.01124211816,0
735,00643,0,0.00741182049,0
736,00643,1,0.003431021962,0
737,00652,1,0.008597651517,0
738,00652,1,0.007965406669,0
739,00652,1,0.03372126144,1
740,00652,1,0.01762008111,0
741,00653,1,0.01089405112,0
742,00653,1,0.02004082548,0
743,00653,1,0.01710376189,0
744,00653,1,0.03293799879,1
745,00653,0,0.006052009416,0
746,00653,1,0.00435936557,0
747,00661,1,0.007415088288,0
748,00661,1,0.008175187067,0
749,00661,1,0.006004148157,0
750,00671,1,0.004584955981,0
751,00671,1,0.00634050475,0
752,00671,1,0.01107118433,0
753,00671,1,0.008190383148,0
754,00671,0,0.009788172793,0
755,00676,1,0.01083563556,0
756,00676,1,0.009086878547,0
757,00676,1,0.004627418628,0
758,00676,1,0.007885519302,0
759,00676,1,0.005524574287,0
760,00677,1,0.01579934279,0
761,00677,1,0.01044235249,0
762,00677,1,0.01089643427,0
763,00677,1,0.007047407103,0
764,00677,2,0.004230032853,0
765,00677,1,0.01040749682,0
766,00677,1,0.009743865152,0
767,00677,1,0.008315081977,0
768,00677,0,0.01700303408,0
769,00677,0,0.004684604375,0
770,00687,0,0.008470427162,0
771,00687,0,0.00266677113,0
772,00687,0,0.005320359613,0
773,00687,1,0.01361142889,0
774,00687,1,0.01602638202,0
775,00687,1,0.005784602996,0
776,00687,1,0.01399533648,0
777,00687,1,0.008670998758,0
778,00687,1,0.008768929738,0
779,00687,2,0.007557079894,0
780,00687,1,0.008074845792,0
781,00687,1,0.01782081331,0
782,00697,1,0.02267630252,0
783,00697,1,0.00976000887,0
784,00697,1,0.00841094771,0
785,00697,1,0.01204199518,0
786,00697,1,0.01520177671,0
787,00697,1,0.01201337434,0
788,00697,1,0.01103448269,0
789,00697,1,0.03403213002,1
790,00697,1,0.02476535774,0
791,00697,1,0.02389605566,0
792,00697,1,0.01717784854,0
793,00697,0,0.004360805845,0
794,00697,1,0.007482036234,0
795,00712,0,0.006077063554,0
796,00716,0,0.004834822112,0
797,00719,0,0.03535596616,1
798,00725,0,0.03923201805,1
799,00725,0,0.02014513092,0
800,00726,0,0.03545724749,1
801,00726,0,0.01931453435,0
802,00738,0,0.02281414865,0
803,00760,0,0.02699542477,0
804,00762,0,0.01680803286,0
805,00769,0,0.0162104632,0
806,00787,0,0.007763862042,0
807,00787,0,0.009768339426,0
808,00800,0,0.01919402471,0
809,00801,0,0.01384811182,0
810,00801,0,0.01018747896,0
811,00805,0,0.02099527059,0
812,00805,0,0.01027125202,0
813,00818,0,0.0205825067,0
814,00818,0,0.03112908389,1
815,00825,0,0.009395403359,0
816,00825,0,0.007417357314,0
817,00825,0,0.007116375214,0
818,00826,0,0.01472667175,0
819,00826,0,0.01865896165,0
820,00826,0,0.02071178677,0
821,00829,0,0.02131342902,0
822,00829,0,0.02627258779,0
823,00829,0,0.02041042199,0
824,00834,0,0.02795762566,0
825,00834,0,0.03222360895,1
826,00834,0,0.02363373745,0
827,00857,0,0.04204326633,1
828,00857,0,0.04434630793,1
829,00857,0,0.03288880414,1
830,00867,0,0.04335080272,1
831,00867,0,0.05062867417,1
832,00871,0,0.003378926967,0
833,00871,0,0.03453064455,1
834,00871,0,0.0503141688,1
835,00878,0,0.02047275831,0
836,00878,0,0.007451403046,0
837,00878,0,0.05209094831,1
838,00896,0,0.001682526626,0
839,00896,0,0.004459665146,0
840,00910,0,0.002261910119,0
841,00910,0,0.003698249756,0
842,00916,0,0.002903872585,0
843,00916,0,0.003546308921,0
844,00922,0,0.002633786029,0
845,00922,0,0.00322593029,0
846,00926,0,0.005485584307,0
847,00926,0,0.01013785291,0
848,00950,0,0.01050604256,0
849,00950,0,0.002608712414,0
850,00950,0,0.002764967335,0
851,00958,0,0.01801359945,0
852,00958,0,0.005806650649,0
853,00958,0,0.002061906607,0
854,00965,0,0.006130394416,0
855,00965,0,0.008039957808,0
856,00965,0,0.003818182828,0
857,00976,1,0.009308777034,0
858,00976,1,0.01067223724,0
859,00976,1,0.006528169206,0
860,00976,0,0.02587115633,0
861,00976,0,0.05359147919,1
862,00976,0,0.03917975737,1
863,00976,0,0.02566859666,0
864,00976,0,0.0310588039,1
865,00976,0,0.02470936353,0
866,00976,0,0.02467135045,0
867,00976,0,0.03538319111,1
868,00976,0,0.02645615708,0
869,00976,0,0.02216783507,0
870,00976,0,0.0126863399,0
871,00976,2,0.01409089194,0
